Giver	Giver Region	Year	Recipient	Recipient Region	Giver GDP	Recipient GDP	Giver GDP Per Capita	Recipient GDP Per Capita	Points
France	Western Europe	1984	Germany	Western Europe	916909603122	1293479834781	16265	16613	4
France	Western Europe	1984	Finland	Northern Europe	916909603122	81463976414	16265	16687	5
France	Western Europe	1985	Ireland	Northern Europe	931672923882	39298345630	16433	11107	3
France	Western Europe	1985	Denmark	Northern Europe	931672923882	115344969038	16433	22556	10
France	Western Europe	1985	Germany	Western Europe	931672923882	1323591207453	16433	17038	8
France	Western Europe	1985	Israel	Eastern Europe	931672923882	57668447133	16433	13624	12
France	Western Europe	1985	Italy	Southern Europe	931672923882	807399556378	16433	14267	5
France	Western Europe	1985	Norway	Northern Europe	931672923882	107488317889	16433	25885	2
France	Western Europe	1985	United Kingdom	Northern Europe	931672923882	976616778236	16433	17270	6
France	Western Europe	1985	Sweden	Northern Europe	931672923882	177267361611	16433	21229	7
France	Western Europe	1985	Austria	Western Europe	931672923882	126913153392	16433	16776	1
France	Western Europe	1985	Luxembourg	Western Europe	931672923882	8647340776	16433	23581	4
France	Western Europe	1986	Luxembourg	Western Europe	952690141655	9510685641	16708	25819	8
France	Western Europe	1986	Norway	Northern Europe	952690141655	111828214159	16708	26834	4
France	Western Europe	1986	United Kingdom	Northern Europe	952690141655	1015801864483	16708	17921	10
France	Western Europe	1986	Spain	Southern Europe	952690141655	364938885630	16708	9470	6
France	Western Europe	1986	Israel	Eastern Europe	952690141655	60431592244	16708	14057	1
France	Western Europe	1986	Ireland	Northern Europe	952690141655	39130018821	16708	11055	3
France	Western Europe	1986	Belgium	Western Europe	952690141655	163353808712	16708	16564	12
France	Western Europe	1986	Sweden	Northern Europe	952690141655	182339143634	16708	21785	2
France	Western Europe	1986	Denmark	Northern Europe	952690141655	121053669414	16708	23641	5
France	Western Europe	1987	Norway	Northern Europe	975443949951	113818805968	17010	27184	4
France	Western Europe	1987	Israel	Eastern Europe	975443949951	64775226074	17010	14826	10
France	Western Europe	1987	Sweden	Northern Europe	975443949951	188642802914	17010	22463	3
France	Western Europe	1987	Greece	Southern Europe	975443949951	91182501476	17010	9118	7
France	Western Europe	1987	Netherlands	Western Europe	975443949951	250556085329	17010	17085	12
France	Western Europe	1987	Germany	Western Europe	975443949951	1372849485574	17010	17637	6
France	Western Europe	1987	Cyprus	Southern Europe	975443949951	4917507414	17010	8881	5
France	Western Europe	1987	Denmark	Northern Europe	975443949951	121404648587	17010	23679	8
France	Western Europe	1987	Ireland	Northern Europe	975443949951	40954687244	17010	11569	1
France	Western Europe	1988	Iceland	Northern Europe	1020973645763	6667715146	17704	26699	2
France	Western Europe	1988	Turkey	Southern Europe	1020973645763	170319077301	17704	3258	6
France	Western Europe	1988	Israel	Eastern Europe	1020973645763	66086368112	17704	14878	10
France	Western Europe	1988	Ireland	Northern Europe	1020973645763	43091462909	17704	12225	4
France	Western Europe	1988	Denmark	Northern Europe	1020973645763	121231447726	17704	23634	12
France	Western Europe	1988	Greece	Southern Europe	1020973645763	95092281001	17704	9474	7
France	Western Europe	1988	Belgium	Western Europe	1020973645763	175015337644	17704	17675	5
France	Western Europe	1988	Italy	Southern Europe	1020973645763	892945710034	17704	15768	8
France	Western Europe	1989	Netherlands	Western Europe	1063728514428	270634604237	18346	18226	7
France	Western Europe	1989	United Kingdom	Northern Europe	1063728514428	1141043342839	18346	19991	12
France	Western Europe	1989	Norway	Northern Europe	1063728514428	114755481808	18346	27149	4
France	Western Europe	1989	Sweden	Northern Europe	1063728514428	199055234725	18346	23438	2
France	Western Europe	1989	Luxembourg	Western Europe	1063728514428	11773831712	18346	31222	5
France	Western Europe	1989	Denmark	Northern Europe	1063728514428	121925983178	18346	23755	6
France	Western Europe	1989	Finland	Northern Europe	1063728514428	98835452368	18346	19909	10
France	Western Europe	1989	Spain	Southern Europe	1063728514428	424344995166	18346	10939	8
France	Western Europe	1989	Greece	Southern Europe	1063728514428	98705787677	18346	9783	1
France	Western Europe	1990	Spain	Southern Europe	1091598599817	440391149059	18732	11336	5
France	Western Europe	1990	Belgium	Western Europe	1091598599817	186768336868	18732	18738	8
France	Western Europe	1990	Netherlands	Western Europe	1091598599817	281955594047	18732	18858	6
France	Western Europe	1990	Luxembourg	Western Europe	1091598599817	12400191574	18732	32474	12
France	Western Europe	1990	United Kingdom	Northern Europe	1091598599817	1149935107324	18732	20087	10
France	Western Europe	1990	Ireland	Northern Europe	1091598599817	49457228826	18732	14074	7
France	Western Europe	1990	Italy	Southern Europe	1091598599817	941534851536	18732	16600	4
France	Western Europe	1990	Austria	Western Europe	1091598599817	147353847860	18732	19192	3
France	Western Europe	1991	Malta	Southern Europe	1102943385636	2508096392	18837	7011	2
France	Western Europe	1991	Turkey	Southern Europe	1102943385636	187985577937	18837	3414	7
France	Western Europe	1991	Portugal	Southern Europe	1102943385636	91397394349	18837	9169	10
France	Western Europe	1991	Israel	Eastern Europe	1102943385636	76700617160	18837	15498	3
France	Western Europe	1991	Belgium	Western Europe	1102943385636	190191939247	18837	19011	5
France	Western Europe	1991	Spain	Southern Europe	1102943385636	451603510207	18837	11598	6
France	Western Europe	1991	United Kingdom	Northern Europe	1102943385636	1133922962783	18837	19746	1
France	Western Europe	1991	Cyprus	Southern Europe	1102943385636	6240141145	18837	10486	12
France	Western Europe	1991	Italy	Southern Europe	1102943385636	956019871426	18837	16844	8
France	Western Europe	1992	Spain	Southern Europe	1119243188168	455799879733	19030	11667	6
France	Western Europe	1992	Belgium	Western Europe	1119243188168	193103121314	19030	19224	3
France	Western Europe	1992	Israel	Eastern Europe	1119243188168	81017170729	19030	15814	8
France	Western Europe	1992	Greece	Southern Europe	1119243188168	102478026766	19030	9882	7
France	Western Europe	1992	Sweden	Northern Europe	1119243188168	196419066335	19030	22660	1
France	Western Europe	1992	Cyprus	Southern Europe	1119243188168	6826714413	19030	11170	2
France	Western Europe	1992	United Kingdom	Northern Europe	1119243188168	1135585639120	19030	19722	10
France	Western Europe	1992	Italy	Southern Europe	1119243188168	963995710673	19030	16973	12
France	Western Europe	1992	Netherlands	Western Europe	1119243188168	293760304700	19030	19346	4
France	Western Europe	1993	Italy	Southern Europe	1111773755003	955774699781	18823	16818	5
France	Western Europe	1993	Greece	Southern Europe	1111773755003	100838378338	18823	9635	7
France	Western Europe	1993	Malta	Southern Europe	1111773755003	2743402774	18823	7522	2
France	Western Europe	1993	Austria	Western Europe	1111773755003	156436079199	18823	19788	3
France	Western Europe	1993	Portugal	Southern Europe	1111773755003	90505299488	18823	9066	8
France	Western Europe	1993	Ireland	Northern Europe	1111773755003	53499740127	18823	14960	10
France	Western Europe	1993	United Kingdom	Northern Europe	1111773755003	1160821247197	18823	20112	6
France	Western Europe	1993	Israel	Eastern Europe	1111773755003	85519191328	18823	16255	1
France	Western Europe	1994	Ireland	Northern Europe	1136759530932	56579092614	19166	15758	8
France	Western Europe	1994	Cyprus	Southern Europe	1136759530932	7280096997	19166	11390	3
France	Western Europe	1994	Iceland	Northern Europe	1136759530932	6844372657	19166	25729	4
France	Western Europe	1994	Portugal	Southern Europe	1136759530932	91378529219	19166	9134	6
France	Western Europe	1994	Spain	Southern Europe	1136759530932	461848895996	19166	11753	2
France	Western Europe	1994	Hungary	Eastern Europe	1136759530932	39528258777	19166	3822	7
France	Western Europe	1994	Russia	Eastern Europe	1136759530932	250072213201	19166	1686	1
France	Western Europe	1994	Poland	Eastern Europe	1136759530932	123039324941	19166	3192	12
France	Western Europe	1995	Ireland	Northern Europe	1160031311021	62030161335	19478	17188	1
France	Western Europe	1995	Norway	Northern Europe	1160031311021	140452717481	19478	32220	10
France	Western Europe	1995	Iceland	Northern Europe	1160031311021	6852352080	19478	25619	2
France	Western Europe	1995	Austria	Western Europe	1160031311021	164467805621	19478	20692	8
France	Western Europe	1995	Spain	Southern Europe	1160031311021	474584351741	19478	12049	7
France	Western Europe	1995	United Kingdom	Northern Europe	1160031311021	1247338951851	19478	21499	12
France	Western Europe	1995	Portugal	Southern Europe	1160031311021	95292070961	19478	9500	4
France	Western Europe	1995	Sweden	Northern Europe	1160031311021	207977423364	19478	23562	3
France	Western Europe	1995	Malta	Southern Europe	1160031311021	3082268472	19478	8321	6
France	Western Europe	1995	Greece	Southern Europe	1160031311021	105014815743	19478	9875	5
France	Western Europe	1996	Turkey	Southern Europe	1172414702760	234733120142	19606	3924	4
France	Western Europe	1996	United Kingdom	Northern Europe	1172414702760	1283253039470	19606	22062	8
France	Western Europe	1996	Portugal	Southern Europe	1172414702760	98806759496	19606	9824	5
France	Western Europe	1996	Cyprus	Southern Europe	1172414702760	7866990431	19606	11896	2
France	Western Europe	1996	Austria	Western Europe	1172414702760	168524640772	19606	21174	12
France	Western Europe	1996	Norway	Northern Europe	1172414702760	147615476382	19606	33692	7
France	Western Europe	1996	Netherlands	Western Europe	1172414702760	326563625485	19606	21027	10
France	Western Europe	1996	Ireland	Northern Europe	1172414702760	67893423717	19606	18665	6
France	Western Europe	1996	Sweden	Northern Europe	1172414702760	211330470498	19606	23903	3
France	Western Europe	1997	Cyprus	Southern Europe	1198016965930	8051748059	19953	12004	4
France	Western Europe	1997	Turkey	Southern Europe	1198016965930	252520406456	19953	4154	6
France	Western Europe	1997	Ireland	Northern Europe	1198016965930	75305479817	19953	20496	10
France	Western Europe	1997	Slovenia	Southern Europe	1198016965930	17575439822	19953	8850	7
France	Western Europe	1997	Spain	Southern Europe	1198016965930	504859099130	19953	12755	2
France	Western Europe	1997	Poland	Eastern Europe	1198016965930	149709629670	19953	3874	3
France	Western Europe	1997	Malta	Southern Europe	1198016965930	3366850884	19953	8973	1
France	Western Europe	1997	Hungary	Eastern Europe	1198016965930	41438134545	19953	4027	5
France	Western Europe	1997	United Kingdom	Northern Europe	1198016965930	1325692400024	19953	22733	12
France	Western Europe	1998	Spain	Southern Europe	1238488425751	527417014907	20539	13278	4
France	Western Europe	1998	Poland	Eastern Europe	1238488425751	157167615405	20539	4065	2
France	Western Europe	1998	Israel	Eastern Europe	1238488425751	110603683416	20539	18523	12
France	Western Europe	1998	Malta	Southern Europe	1238488425751	3539422300	20539	9376	6
France	Western Europe	1998	Hungary	Eastern Europe	1238488425751	43126100243	20539	4201	1
France	Western Europe	1998	Portugal	Southern Europe	1238488425751	108461880496	20539	10708	10
France	Western Europe	1998	United Kingdom	Northern Europe	1238488425751	1372286014257	20539	23463	3
France	Western Europe	1998	Netherlands	Western Europe	1238488425751	353896255736	20539	22531	5
France	Western Europe	1998	Belgium	Western Europe	1238488425751	216763833526	20539	21245	7
France	Western Europe	1999	Belgium	Western Europe	1279258855128	224436617046	21146	21947	2
France	Western Europe	1999	Slovenia	Southern Europe	1279258855128	19162102396	21146	9663	1
France	Western Europe	1999	Turkey	Southern Europe	1279258855128	249654780792	21146	3982	5
France	Western Europe	1999	Sweden	Northern Europe	1279258855128	236720886164	21146	26724	3
France	Western Europe	1999	Portugal	Southern Europe	1279258855128	112879698513	21146	11097	12
France	Western Europe	1999	Israel	Eastern Europe	1279258855128	114315400244	21146	18664	10
France	Western Europe	1999	Germany	Western Europe	1279258855128	1830433099432	21146	22295	8
France	Western Europe	2000	Israel	Eastern Europe	1326334899576	124895151203	21775	19859	6
France	Western Europe	2000	Netherlands	Western Europe	1326334899576	385074626866	21775	24180	2
France	Western Europe	2000	Russia	Eastern Europe	1326334899576	259708496267	21775	1775	5
France	Western Europe	2000	Denmark	Northern Europe	1326334899576	160082517846	21775	29980	7
France	Western Europe	2000	Germany	Western Europe	1326334899576	1886401326700	21775	22946	10
France	Western Europe	2000	Sweden	Northern Europe	1326334899576	247260155858	21775	27869	1
France	Western Europe	2000	Latvia	Eastern Europe	1326334899576	7833068425	21775	3301	3
France	Western Europe	2000	Turkey	Southern Europe	1326334899576	266567531990	21775	4189	12
France	Western Europe	2000	Ireland	Northern Europe	1326334899576	97525278177	21775	25630	4
France	Western Europe	2001	Israel	Eastern Europe	1350682881887	124616185508	22014	19353	10
France	Western Europe	2001	Sweden	Northern Europe	1350682881887	250381346604	22014	28146	2
France	Western Europe	2001	Portugal	Southern Europe	1350682881887	119616127053	22014	11621	12
France	Western Europe	2001	Spain	Southern Europe	1350682881887	601640869725	22014	14775	5
France	Western Europe	2001	Turkey	Southern Europe	1350682881887	251379908801	22014	3895	7
France	Western Europe	2001	Slovenia	Southern Europe	1350682881887	20566790943	22014	10324	1
France	Western Europe	2001	Germany	Western Europe	1350682881887	1914968442701	22014	23254	6
France	Western Europe	2001	Greece	Southern Europe	1350682881887	129640052497	22014	11839	3
France	Western Europe	2001	Denmark	Northern Europe	1350682881887	161210834024	22014	30083	4
France	Western Europe	2002	United Kingdom	Northern Europe	1363229017959	1555224145954	22058	26215	1
France	Western Europe	2002	Spain	Southern Europe	1363229017959	617946434914	22058	14957	12
France	Western Europe	2002	Israel	Eastern Europe	1363229017959	123898976676	22058	18858	10
France	Western Europe	2002	Belgium	Western Europe	1363229017959	237741366385	22058	23008	2
France	Western Europe	2002	Turkey	Southern Europe	1363229017959	266874563574	22058	4078	7
France	Western Europe	2002	Malta	Southern Europe	1363229017959	4005624314	22058	10116	6
France	Western Europe	2002	Romania	Eastern Europe	1363229017959	41162034208	22058	1888	4
France	Western Europe	2002	Slovenia	Southern Europe	1363229017959	21353851323	22058	10706	5
France	Western Europe	2002	Latvia	Eastern Europe	1363229017959	9010898599	22058	3853	8
France	Western Europe	2003	Iceland	Northern Europe	1375491323088	9271268441	22099	32023	1
France	Western Europe	2003	Turkey	Southern Europe	1375491323088	280926215534	22099	4235	10
France	Western Europe	2003	Portugal	Southern Europe	1375491323088	119432109121	22099	11439	6
France	Western Europe	2003	Russia	Eastern Europe	1375491323088	306737220532	22099	2121	7
France	Western Europe	2003	Israel	Eastern Europe	1375491323088	125772558157	22099	18801	8
France	Western Europe	2003	Norway	Northern Europe	1375491323088	175929063478	22099	38540	3
France	Western Europe	2003	Poland	Eastern Europe	1375491323088	182642797860	22099	4781	5
France	Western Europe	2003	Belgium	Western Europe	1375491323088	239659750047	22099	23097	12
France	Western Europe	2003	Romania	Eastern Europe	1375491323088	43302459253	22099	1992	4
France	Western Europe	2003	Sweden	Northern Europe	1375491323088	262592755597	22099	29313	2
France	Western Europe	2004	Spain	Southern Europe	1410493938384	657800500119	22495	15408	8
France	Western Europe	2004	Austria	Western Europe	1410493938384	203850082215	22495	24945	4
France	Western Europe	2004	Serbia	Southern Europe	1410493938384	7484445629	22495	1003	10
France	Western Europe	2004	Germany	Western Europe	1410493938384	1930126504253	22495	23391	7
France	Western Europe	2004	Albania	Southern Europe	1410493938384	4543619309	22495	1454	1
France	Western Europe	2004	Ukraine	Eastern Europe	1410493938384	44042453610	22495	928	2
France	Western Europe	2004	Greece	Southern Europe	1410493938384	148273579289	22495	13404	6
France	Western Europe	2004	Cyprus	Southern Europe	1410493938384	10509896324	22495	14207	5
France	Western Europe	2004	Turkey	Southern Europe	1410493938384	307228800117	22495	4569	12
France	Western Europe	2004	Sweden	Northern Europe	1410493938384	273713195657	22495	30434	3
France	Western Europe	2005	Hungary	Eastern Europe	1436256423650	56884939841	22734	5639	3
France	Western Europe	2005	Malta	Southern Europe	1436256423650	4137015690	22734	10244	7
France	Western Europe	2005	Romania	Eastern Europe	1436256423650	48898332853	22734	2260	5
France	Western Europe	2005	Turkey	Southern Europe	1436256423650	333040988667	22734	4887	12
France	Western Europe	2005	Moldova	Eastern Europe	1436256423650	1813877409	22734	505	2
France	Western Europe	2005	Albania	Southern Europe	1436256423650	4793518372	22734	1526	1
France	Western Europe	2005	Spain	Southern Europe	1436256423650	681373742384	22734	15701	4
France	Western Europe	2005	Israel	Eastern Europe	1436256423650	138380104308	22734	19968	10
France	Western Europe	2005	Serbia	Southern Europe	1436256423650	7888605693	22734	1060	6
France	Western Europe	2005	Greece	Southern Europe	1436256423650	151654726496	22734	13658	8
France	Western Europe	2006	Israel	Eastern Europe	1471687515757	146121402339	23133	20716	4
France	Western Europe	2006	Russia	Eastern Europe	1471687515757	378223527671	23133	2654	2
France	Western Europe	2006	Romania	Eastern Europe	1471687515757	52761301148	23133	2444	7
France	Western Europe	2006	Greece	Southern Europe	1471687515757	160012057464	23133	14353	5
France	Western Europe	2006	Finland	Northern Europe	1471687515757	144797309748	23133	27495	8
France	Western Europe	2006	Ireland	Northern Europe	1471687515757	130661985480	23133	30669	1
France	Western Europe	2006	Sweden	Northern Europe	1471687515757	294498396948	23133	32432	3
France	Western Europe	2006	Turkey	Southern Europe	1471687515757	355999132580	23133	5155	12
France	Western Europe	2006	Armenia	Eastern Europe	1471687515757	3849011238	23133	1254	10
France	Western Europe	2007	Serbia	Southern Europe	1505321677069	8613915655	23516	1167	8
France	Western Europe	2007	Ukraine	Eastern Europe	1505321677069	52367654045	23516	1126	4
France	Western Europe	2007	Russia	Eastern Europe	1505321677069	410505209128	23516	2889	2
France	Western Europe	2007	Turkey	Southern Europe	1505321677069	372619233720	23516	5324	12
France	Western Europe	2007	Bulgaria	Eastern Europe	1505321677069	19106152662	23516	2494	5
France	Western Europe	2007	Greece	Southern Europe	1505321677069	165670288500	23516	14802	3
France	Western Europe	2007	Armenia	Eastern Europe	1505321677069	4378219566	23516	1424	10
France	Western Europe	2007	Romania	Eastern Europe	1505321677069	55926979217	23516	2596	7
France	Western Europe	2007	Spain	Southern Europe	1505321677069	733820614902	23516	16351	6
France	Western Europe	2008	Romania	Eastern Europe	1504107370104	60360156368	23366	2806	4
France	Western Europe	2008	Armenia	Eastern Europe	1504107370104	4680316716	23366	1520	12
France	Western Europe	2008	Israel	Eastern Europe	1504107370104	160363153467	23366	21941	6
France	Western Europe	2008	Turkey	Southern Europe	1504107370104	375074194705	23366	5288	10
France	Western Europe	2008	Portugal	Southern Europe	1504107370104	126928430730	23366	11949	8
France	Western Europe	2008	Greece	Southern Europe	1504107370104	165315749930	23366	14712	3
France	Western Europe	2008	Spain	Southern Europe	1504107370104	740364067797	23366	16252	5
France	Western Europe	2008	Serbia	Southern Europe	1504107370104	8941244450	23366	1216	7
France	Western Europe	2008	Russia	Eastern Europe	1504107370104	432048331750	23366	3044	1
France	Western Europe	2009	Israel	Eastern Europe	1456772338299	161705503246	22509	21602	10
France	Western Europe	2009	Sweden	Northern Europe	1456772338299	287188905096	22509	30885	2
France	Western Europe	2009	Portugal	Southern Europe	1456772338299	123236970884	22509	11591	7
France	Western Europe	2009	Armenia	Eastern Europe	1456772338299	4018052433	22509	1302	6
France	Western Europe	2009	Azerbaijan	Eastern Europe	1456772338299	20219711123	22509	2260	1
France	Western Europe	2009	Denmark	Northern Europe	1456772338299	167493591361	22509	30326	5
France	Western Europe	2009	Germany	Western Europe	1456772338299	1995811437644	22509	24368	3
France	Western Europe	2009	Turkey	Southern Europe	1456772338299	356973581803	22509	4969	12
France	Western Europe	2009	Norway	Northern Europe	1456772338299	194111628292	22509	40199	8
France	Western Europe	2009	United Kingdom	Northern Europe	1456772338299	1726615485860	22509	27934	4
France	Western Europe	2010	Belgium	Western Europe	1480999829195	267495842508	22758	24551	7
France	Western Europe	2010	Serbia	Southern Europe	1480999829195	8710641060	22758	1195	10
France	Western Europe	2010	Greece	Southern Europe	1480999829195	152216482615	22758	13452	4
France	Western Europe	2010	Turkey	Southern Europe	1480999829195	389661484658	22758	5356	12
France	Western Europe	2010	Ukraine	Eastern Europe	1480999829195	47560462182	22758	1037	2
France	Western Europe	2010	Armenia	Eastern Europe	1480999829195	4102285513	22758	1327	6
France	Western Europe	2010	Germany	Western Europe	1480999829195	2078792107933	22758	25420	3
France	Western Europe	2010	Portugal	Southern Europe	1480999829195	124963131552	22758	11748	8
France	Western Europe	2010	Israel	Eastern Europe	1480999829195	169541631200	22758	22239	1
Georgia	Eastern Europe	2007	Serbia	Southern Europe	5351427005	8613915655	1219	1167	6
Georgia	Eastern Europe	2007	Ukraine	Eastern Europe	5351427005	52367654045	1219	1126	10
Georgia	Eastern Europe	2007	Russia	Eastern Europe	5351427005	410505209128	1219	2889	7
Georgia	Eastern Europe	2007	Turkey	Southern Europe	5351427005	372619233720	1219	5324	2
Georgia	Eastern Europe	2007	Belarus	Eastern Europe	5351427005	21863108809	1219	2287	8
Georgia	Eastern Europe	2007	Greece	Southern Europe	5351427005	165670288500	1219	14802	4
Georgia	Eastern Europe	2007	Armenia	Eastern Europe	5351427005	4378219566	1219	1424	12
Georgia	Eastern Europe	2007	Hungary	Eastern Europe	5351427005	59169627001	1219	5884	5
Georgia	Eastern Europe	2007	Moldova	Eastern Europe	5351427005	1958976512	1219	548	3
Georgia	Eastern Europe	2007	"Macedonia, FYR"	Southern Europe	5351427005	4322519752	1219	2111	1
Georgia	Eastern Europe	2008	Armenia	Eastern Europe	5475261546	4680316716	1249	1520	12
Georgia	Eastern Europe	2008	Israel	Eastern Europe	5475261546	160363153467	1249	21941	3
Georgia	Eastern Europe	2008	Turkey	Southern Europe	5475261546	375074194705	1249	5288	6
Georgia	Eastern Europe	2008	Latvia	Eastern Europe	5475261546	13722705688	1249	6056	2
Georgia	Eastern Europe	2008	Ukraine	Eastern Europe	5475261546	53572110088	1249	1158	10
Georgia	Eastern Europe	2008	Azerbaijan	Eastern Europe	5475261546	18499278246	1249	2111	7
Georgia	Eastern Europe	2008	Greece	Southern Europe	5475261546	165315749930	1249	14712	4
Georgia	Eastern Europe	2008	Russia	Eastern Europe	5475261546	432048331750	1249	3044	8
Georgia	Eastern Europe	2008	Norway	Northern Europe	5475261546	197402589382	1249	41400	5
Georgia	Eastern Europe	2010	Azerbaijan	Eastern Europe	5597970558	21230696679	1257	2345	8
Georgia	Eastern Europe	2010	Spain	Southern Europe	5597970558	710360017208	1257	15419	2
Georgia	Eastern Europe	2010	Norway	Northern Europe	5597970558	195424832685	1257	39970	6
Georgia	Eastern Europe	2010	Moldova	Eastern Europe	5597970558	2125434705	1257	597	1
Georgia	Eastern Europe	2010	Belarus	Eastern Europe	5597970558	26002131603	1257	2740	12
Georgia	Eastern Europe	2010	United Kingdom	Northern Europe	5597970558	1757682821980	1257	28230	3
Georgia	Eastern Europe	2010	Turkey	Southern Europe	5597970558	389661484658	1257	5356	5
Georgia	Eastern Europe	2010	Ukraine	Eastern Europe	5597970558	47560462182	1257	1037	7
Georgia	Eastern Europe	2010	Armenia	Eastern Europe	5597970558	4102285513	1257	1327	10
Georgia	Eastern Europe	2010	Israel	Eastern Europe	5597970558	169541631200	1257	22239	4
Germany	Western Europe	1975	Netherlands	Western Europe	1048170336763	196458513462	13323	14375	8
Germany	Western Europe	1975	United Kingdom	Northern Europe	1048170336763	804184578949	13323	14303	10
Germany	Western Europe	1975	Belgium	Western Europe	1048170336763	130972035256	13323	13364	7
Germany	Western Europe	1975	Israel	Eastern Europe	1048170336763	41334478728	13323	11964	1
Germany	Western Europe	1975	Monaco	Western Europe	1048170336763	1451033426	13323	57688	3
Germany	Western Europe	1975	Finland	Northern Europe	1048170336763	62868988391	13323	13344	12
Germany	Western Europe	1975	Spain	Southern Europe	1048170336763	299222463974	13323	8422	5
Germany	Western Europe	1975	Italy	Southern Europe	1048170336763	597471150545	13323	10777	4
Germany	Western Europe	1976	United Kingdom	Northern Europe	1100046995116	826739189761	14043	14708	8
Germany	Western Europe	1976	Israel	Eastern Europe	1100046995116	41878380069	14043	11853	3
Germany	Western Europe	1976	Ireland	Northern Europe	1100046995116	28118087794	14043	8684	1
Germany	Western Europe	1976	Netherlands	Western Europe	1100046995116	205864265605	14043	14946	4
Germany	Western Europe	1976	Finland	Northern Europe	1100046995116	63085498434	14043	13350	6
Germany	Western Europe	1976	Austria	Western Europe	1100046995116	104978248798	14043	13876	10
Germany	Western Europe	1976	Monaco	Western Europe	1100046995116	1515047634	14043	59786	7
Germany	Western Europe	1976	France	Western Europe	1100046995116	762687037773	14043	14065	12
Germany	Western Europe	1977	Ireland	Northern Europe	1136867967134	30426948438	14545	9270	5
Germany	Western Europe	1977	Monaco	Western Europe	1136867967134	1568880854	14545	61568	6
Germany	Western Europe	1977	Portugal	Southern Europe	1136867967134	55979725443	14545	5920	1
Germany	Western Europe	1977	United Kingdom	Northern Europe	1136867967134	846277938826	14545	15060	10
Germany	Western Europe	1977	Greece	Southern Europe	1136867967134	82660761559	14545	8880	4
Germany	Western Europe	1977	Sweden	Northern Europe	1136867967134	150580732109	14545	18249	2
Germany	Western Europe	1977	Spain	Southern Europe	1136867967134	317882414865	14545	8740	7
Germany	Western Europe	1977	Italy	Southern Europe	1136867967134	656431584296	14545	11731	3
Germany	Western Europe	1977	Belgium	Western Europe	1136867967134	139241996741	14545	14164	8
Germany	Western Europe	1977	France	Western Europe	1136867967134	789935209765	14545	14502	12
Germany	Western Europe	1978	Ireland	Northern Europe	1171070558919	32613650649	14996	9797	5
Germany	Western Europe	1978	Italy	Southern Europe	1171070558919	677700885301	14996	12068	2
Germany	Western Europe	1978	France	Western Europe	1171070558919	820703033189	14996	15005	10
Germany	Western Europe	1978	United Kingdom	Northern Europe	1171070558919	875079940295	14996	15572	8
Germany	Western Europe	1978	Belgium	Western Europe	1171070558919	143199110282	14996	14553	3
Germany	Western Europe	1978	Netherlands	Western Europe	1171070558919	214709855410	14996	15401	4
Germany	Western Europe	1978	Monaco	Western Europe	1171070558919	1630907363	14996	63665	7
Germany	Western Europe	1978	Israel	Eastern Europe	1171070558919	43894054771	14996	11895	12
Germany	Western Europe	1978	Austria	Western Europe	1171070558919	110078749465	14996	14556	1
Germany	Western Europe	1979	Portugal	Southern Europe	1219674241982	60801647711	15612	6293	4
Germany	Western Europe	1979	Denmark	Northern Europe	1219674241982	101373969024	15612	19812	10
Germany	Western Europe	1979	Ireland	Northern Europe	1219674241982	33615879958	15612	9964	6
Germany	Western Europe	1979	Finland	Northern Europe	1219674241982	69718076285	15612	14632	5
Germany	Western Europe	1979	Greece	Southern Europe	1219674241982	91560673331	15612	9589	2
Germany	Western Europe	1979	Belgium	Western Europe	1219674241982	146551506039	15612	14881	1
Germany	Western Europe	1979	Netherlands	Western Europe	1219674241982	219051113525	15612	15604	3
Germany	Western Europe	1979	United Kingdom	Northern Europe	1219674241982	899116393212	15612	15985	8
Germany	Western Europe	1979	Spain	Southern Europe	1219674241982	322667046531	15612	8674	12
Germany	Western Europe	1980	Austria	Western Europe	1236857362256	117983433721	15799	15628	4
Germany	Western Europe	1980	Italy	Southern Europe	1236857362256	742716634590	15799	13161	7
Germany	Western Europe	1980	Denmark	Northern Europe	1236857362256	100879727996	15799	19691	5
Germany	Western Europe	1980	Sweden	Northern Europe	1236857362256	161806496553	15799	19470	2
Germany	Western Europe	1980	Norway	Northern Europe	1236857362256	91232456676	15799	22330	6
Germany	Western Europe	1980	United Kingdom	Northern Europe	1236857362256	879523727358	15799	15618	3
Germany	Western Europe	1980	Portugal	Southern Europe	1236857362256	63592042134	15799	6511	1
Germany	Western Europe	1980	Netherlands	Western Europe	1236857362256	226172474359	15799	15984	8
Germany	Western Europe	1980	Ireland	Northern Europe	1236857362256	34651023565	15799	10153	12
Germany	Western Europe	1981	Luxembourg	Western Europe	1243403312837	7606356114	15858	20826	5
Germany	Western Europe	1981	Denmark	Northern Europe	1243403312837	99985021834	15858	19522	1
Germany	Western Europe	1981	France	Western Europe	1243403312837	871351830990	15858	15717	12
Germany	Western Europe	1981	Netherlands	Western Europe	1243403312837	224400160606	15858	15750	3
Germany	Western Europe	1981	Ireland	Northern Europe	1243403312837	35803244874	15858	10369	6
Germany	Western Europe	1981	United Kingdom	Northern Europe	1243403312837	867883599305	15858	15406	4
Germany	Western Europe	1981	Portugal	Southern Europe	1243403312837	64621027189	15858	6560	8
Germany	Western Europe	1981	Greece	Southern Europe	1243403312837	90748428632	15858	9327	2
Germany	Western Europe	1981	Sweden	Northern Europe	1243403312837	161479205873	15858	19407	10
